id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
618530712164115925,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,457231634,Παναγιωτης,,ΕΛΛΗΝΟΡΩΣΩΝ,37.993702,23.772684,Entire home/apt,45,3,12,2023-06-14,0.75,1,320,5,00001446344
623932781990546765,Serviced apartment in Athina · ★4.78 · 1 bedroom · 1 bed · 1 bath,212645710,Nadia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98344,23.72811,Entire home/apt,69,1,23,2023-06-07,1.40,6,331,7,00001541470
624215963377799298,Rental unit in Athina · ★5.0 · 5 bedrooms · 5 beds · 5 baths,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99423,23.73062,Entire home/apt,300,3,6,2023-08-15,0.42,61,1,3,00001518510
624261185287905472,Condo in Athina · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,362170351,Vilma,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00542,23.73467,Entire home/apt,40,2,27,2023-09-16,1.78,2,116,16,00001578574
618588689548484540,Condo in Athina · 3 bedrooms · 4 beds · 1.5 baths,457243274,Paul,,ΚΟΛΩΝΑΚΙ,37.97914,23.75018,Entire home/apt,400,3,0,,,1,362,0,00001603440
624356832875864738,Villa in Athina · ★5.0 · 3 bedrooms · 1 bed · 3 baths,458540479,Verkа,,ΠΑΤΗΣΙΑ,38.01271,23.73129,Entire home/apt,99,3,6,2023-06-19,0.40,1,334,4,00001536917
624361042321743049,Rental unit in Athina · 2 bedrooms · 2 beds · 1 bath,65714690,Home,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99052,23.73407,Entire home/apt,53,2,2,2022-06-22,0.13,20,172,0,00002273802
624371357991323504,Condo in Athina · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,212549100,萍,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00619,23.72895,Entire home/apt,57,1,14,2023-02-03,0.89,1,139,6,Exempt
618650298405802591,Serviced apartment in Athina · ★4.48 · 1 bedroom · 1 bed · 1 bath,264140510,Giorgos,,ΝΙΡΒΑΝΑ,38.00373,23.726,Entire home/apt,67,1,40,2023-08-18,2.42,4,342,18,00001534605
618747626924364485,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99586,23.73124,Private room,60,28,0,,,61,0,0,00001518344
618772623692532414,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99377,23.73187,Private room,60,28,0,,,61,0,0,00001518365
618794136232174152,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99395,23.73232,Private room,60,28,0,,,61,0,0,00001518370
624449130321305845,Condo in Athina · ★4.82 · 1 bedroom · 1 bed · 1 bath,458561909,Nikos,,ΠΕΤΡΑΛΩΝΑ,37.969711,23.71159,Entire home/apt,42,3,22,2023-09-09,1.38,1,223,11,00001537212
618806722381004027,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99587,23.73132,Private room,60,28,0,,,61,0,0,00001518386
618820065958102195,Rental unit in Athina · ★4.88 · 5 bedrooms · 5 beds · 5 baths,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994839,23.731581,Entire home/apt,300,3,25,2023-08-17,1.57,61,6,15,00001518391
624486923580505612,Rental unit in Athina · 2 bedrooms · 4 beds · 1 bath,458439517,Nestor,,ΠΑΓΚΡΑΤΙ,37.97252,23.74383,Entire home/apt,80,3,2,2022-07-17,0.13,2,337,0,00001535553
619182690525264039,Condo in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,220022946,CloudKeys,,ΓΟΥΔΙ,37.98277,23.76007,Entire home/apt,131,1,4,2023-05-12,0.27,38,360,1,00002059885
624538924872877486,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994839,23.731581,Private room,60,3,0,,,61,0,0,00001518450
619289892820470571,Rental unit in Athina · ★4.75 · 2 bedrooms · 2 beds · 2 baths,31290848,Nasos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97640609741211,23.73053741455078,Entire home/apt,113,2,134,2023-09-13,8.12,40,245,93,00002004315
624560473312761226,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99413,23.73249,Private room,60,3,0,,,61,0,0,00001518466
624662299689339623,Condo in Athina · 2 bedrooms · 3 beds · 2 baths,32948108,Michalis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99836,23.72397,Entire home/apt,70,1,2,2022-10-04,0.13,18,355,1,00001472407
619348407644768526,Condo in Athina · ★4.93 · 1 bedroom · 2 beds · 1.5 baths,118181401,Ma Maison,,ΓΚΑΖΙ,37.9787,23.71196,Entire home/apt,415,2,43,2023-09-18,2.57,7,211,16,00001528045
619359295953214045,Rental unit in Athina · ★4.91 · 1 bedroom · 1 bed · 1 bath,457420719,Thanos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.962124,23.720505,Entire home/apt,310,1,125,2023-09-12,8.31,9,60,95,00001969418
624669511667902221,Condo in Athina · ★4.25 · 3 bedrooms · 4 beds · 3 baths,32948108,Michalis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,37.99939,23.73187,Entire home/apt,55,1,4,2023-07-31,0.28,18,365,2,00000707926
624915591505844269,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99529,23.73273,Private room,60,300,0,,,61,0,0,00001518471
624932901529152931,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99587,23.7319,Private room,60,300,0,,,61,0,0,00001518487
619373963526577882,Condo in Athens · 1 bedroom · 1 bed · 1 bath,171949031,Vangelis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.997375,23.728378,Entire home/apt,28,7,1,2022-08-12,0.07,3,294,0,1748520
619374001640185539,Condo in Athens · 1 bedroom · 1 bed · 1 bath,171949031,Vangelis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.997375,23.728378,Entire home/apt,30,7,1,2022-08-15,0.07,3,206,0,1748515
619469600945121730,Condo in Athina · ★4.69 · 1 bedroom · 1 bed · 1 bath,146336788,Stefanos,,ΑΝΩ ΚΥΨΕΛΗ,38.006474,23.735701,Entire home/apt,37,2,51,2023-09-19,3.05,1,328,27,00810540252
624945336905135393,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,456987070,Antony,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99546,23.73058,Private room,60,3,0,,,2,0,0,00001518504
625010110390925132,Condo in Athina · ★4.35 · 1 bedroom · 1 bed · 1 bath,188171919,Κυριακή,,ΑΚΡΟΠΟΛΗ,37.96198,23.71872,Entire home/apt,35,1,23,2022-10-20,1.46,1,142,6,01042315902
625113304961236067,Hotel in Athina · 1 bedroom · 1 bed · 1.5 baths,442464959,Athens Starlight Hotel,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978359,23.727434,Private room,179,1,1,2023-03-25,0.17,10,310,1,1121369
625128600996636421,Hotel in Athina · 1 bedroom · 1 bed · 1.5 baths,442464959,Athens Starlight Hotel,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978359,23.727434,Private room,189,1,0,,,10,332,0,1121369
619600423371439702,Condo in Athina · ★4.82 · 1 bedroom · 2 beds · 1 bath,58857765,Constantinos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98723,23.75532,Entire home/apt,48,1,11,2023-08-10,0.68,2,196,7,00001524590
619848789007924344,Condo in Athina · ★4.94 · 1 bedroom · 1 bed · 1 bath,47267002,Tèo,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968235,23.725607,Entire home/apt,76,2,31,2023-09-20,1.91,61,351,20,00001524420
625193655840034620,Rental unit in Athina · ★4.80 · 1 bedroom · 1 bed · 1 bath,406195513,Alexander,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97315,23.73307,Entire home/apt,200,2,10,2023-05-22,0.63,1,146,5,00001539571
619960456043582482,Condo in Athina · 2 bedrooms · 3 beds · 1 bath,457555033,Nikolaos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.991158,23.72661,Entire home/apt,54,3,0,,,1,364,0,00001524659
625315088765672933,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,314989894,Dimosthenis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99,23.76521,Entire home/apt,48,2,14,2023-09-15,0.88,4,350,12,Exempt
625325490383677579,Condo in Athina · 2 bedrooms · 3 beds · 1 bath,443858776,Δημητρης,,ΣΕΠΟΛΙΑ,38.00302,23.71856,Entire home/apt,85,5,1,2022-05-22,0.06,1,0,0,00001544576
619963176661071970,Loft in Athina · ★4.86 · 2 bedrooms · 2 beds · 2 baths,457555537,Christina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97989,23.72483,Entire home/apt,120,2,76,2023-09-11,4.61,1,224,46,00001525550
619998276996002677,Rental unit in Athina · ★4.86 · 2 bedrooms · 2 beds · 2 baths,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96126,23.72644,Entire home/apt,155,2,58,2023-09-03,3.88,114,321,44,00001541932
625350330845262965,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 1 bath,293472326,Μαριάνθη,,ΑΝΩ ΠΑΤΗΣΙΑ,38.0169,23.73377,Entire home/apt,60,2,3,2023-07-19,0.22,1,0,2,00001540887
625400976610548562,Condo in Athina · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,149858888,Vasiliki,,ΠΑΤΗΣΙΑ,38.01214,23.73463,Entire home/apt,26,2,64,2023-09-14,3.93,4,327,52,00001545435
620027996485827289,Rental unit in Athina · ★4.64 · 3 bedrooms · 3 beds · 1.5 baths,457445774,Feng,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95526,23.7193,Entire home/apt,80,1,14,2023-08-21,0.89,2,280,7,00001560030
625662512592616123,Rental unit in Athina · ★4.80 · 2 bedrooms · 2 beds · 2 baths,330622463,Spyros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.964016,23.72887,Entire home/apt,184,2,71,2023-09-09,4.33,27,283,47,00001617684
620036378698309166,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 2 baths,457569036,Φανουριος Θωμας,,ΑΚΡΟΠΟΛΗ,37.963341,23.717642,Entire home/apt,110,3,4,2023-05-04,0.25,1,0,1,00001532925
625781844149254760,Condo in Athina · ★4.89 · 3 bedrooms · 3 beds · 2 baths,92501397,Vasilis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98949,23.7231,Entire home/apt,111,2,37,2023-09-06,2.41,3,238,24,00001542057
620045237733295478,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9609,23.72495,Entire home/apt,123,2,11,2023-05-01,0.71,114,335,8,00001541974
625868559391128074,Condo in Athina · ★4.96 · 2 bedrooms · 2 beds · 1 bath,57073960,Joshua,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.990719,23.724937,Entire home/apt,50,4,23,2023-09-17,1.42,1,174,16,00001543043
620229202620931430,Condo in Athina · ★4.75 · 2 bedrooms · 3 beds · 1 bath,457619524,Eugenia,,ΠΑΤΗΣΙΑ,38.012169,23.733099,Entire home/apt,44,2,4,2023-07-19,0.25,1,247,3,00001521594
625962696455563695,Condo in Athina · ★4.95 · 2 bedrooms · 2 beds · 1 bath,201007878,Παναγιώτης,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96441,23.72168,Entire home/apt,134,2,21,2023-09-19,1.29,6,334,10,00001542706
626652586897446459,Home in Athina · 1 bedroom · 2 beds · 1 bath,137946107,Ioannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.952111424749944,23.724832332938036,Entire home/apt,70,2,2,2023-07-21,0.68,3,360,2,00002132654
626743130614132440,Rental unit in Athina · 1 bedroom · 1 bed · 1.5 shared baths,405218599,Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96229,23.71964,Private room,40,1,1,2023-06-21,0.32,1,365,1,Exempt
620586404796352176,Condo in Athina · ★4.94 · 1 bedroom · 3 beds · 1 bath,426995938,Chris,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968464,23.730646,Entire home/apt,80,1,32,2023-06-19,1.96,1,0,12,00001482968
626796592783680642,Condo in Athina · ★4.73 · 1 bedroom · 1 bed · 1.5 baths,188002485,Pavlos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95842,23.73175,Entire home/apt,37,1,48,2023-09-05,2.98,4,339,25,1553355
620616580086843105,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,356,0,1451152
626931100068425065,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 1 bath,117646482,Machi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9569185,23.7358159,Entire home/apt,61,1,9,2023-03-09,0.63,1,70,7,00001519734
620624780596854531,Condo in Athina · ★4.96 · 1 bedroom · 1 bed · 1 bath,51146907,Mike,,ΝΕΑ ΚΥΨΕΛΗ,37.999512,23.744101,Entire home/apt,55,2,24,2023-09-10,1.45,1,30,17,00002051567
627216702387114779,Condo in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,25485075,Nikolaos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96452,23.72021,Entire home/apt,100,4,20,2023-09-17,1.27,4,331,14,00001544226
620626155104245928,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,338,0,1467524
620697863158491076,Rental unit in Athina · 2 bedrooms · 1 bed · 1 bath,341159035,Mark,,ΣΤΑΔΙΟ,37.96753,23.7425,Entire home/apt,70,5,0,,,1,0,0,00000113692
627239455402101198,Rental unit in Athina · ★4.67 · 1 bedroom · 1 bed · 1 bath,217344527,Aristeidis,,ΙΛΙΣΙΑ,37.97735,23.75244,Entire home/apt,50,3,3,2022-07-23,0.20,1,0,0,00001546282
620699809050910383,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,342,0,1467491
620700916585446246,Condo in Athina · 1 bedroom · 2 beds · 1 bath,220022946,CloudKeys,,ΓΟΥΔΙ,37.98542,23.76244,Entire home/apt,203,1,1,2022-07-23,0.07,38,341,0,00001500915
620779094604980613,Home in Athina · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,457729421,Dimitra,,ΘΗΣΕΙΟ,37.97404,23.71933,Entire home/apt,263,3,51,2023-09-01,3.74,1,0,43,00001640799
627281512247134932,Rental unit in Athina · ★4.64 · 1 bedroom · 1 bed · 1 bath,18045988,Pietro,,ΓΟΥΔΙ,37.987686,23.767315,Entire home/apt,47,1,36,2023-09-19,2.21,5,272,25,00001544508
621478256243859042,Condo in Athina · ★4.60 · 2 bedrooms · 3 beds · 1 bath,457873616,Χριστινα,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974682,23.733126,Entire home/apt,111,1,15,2023-09-18,0.91,1,295,9,00001528030
627373883405217483,Condo in Athina · ★4.85 · 1 bedroom · 2 beds · 1 bath,459192865,Μαρια,,ΠΑΓΚΡΑΤΙ,37.96481,23.74733,Entire home/apt,57,1,41,2023-09-16,2.54,1,342,29,00001544460
627443529381069936,Condo in Athina · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,207259982,Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98435529870838,23.756557053967267,Entire home/apt,86,2,8,2023-06-29,0.56,1,19,6,00001626277
621585970040035768,Home in Athina · ★4.52 · 1 bedroom · 2 beds · 1 bath,449094426,Teuta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95993,23.72916,Entire home/apt,32,4,21,2023-09-04,1.28,1,359,12,00001532415
627472802476477270,Rental unit in Athina · ★4.98 · 1 bedroom · 2 beds · 1 bath,25811452,Iro,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98037,23.72565,Entire home/apt,99,3,46,2023-09-17,2.94,1,0,35,00001544597
621746501006006659,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,1584435,Natalia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98349,23.71733,Entire home/apt,71,1,16,2023-09-17,0.96,2,265,13,00001530878
622168902017603126,Rental unit in Athina · ★4.57 · 1 bedroom · 1 bed · 1 bath,44180585,Nomad'S,,ΠΕΤΡΑΛΩΝΑ,37.976112,23.71336,Entire home/apt,72,2,42,2023-07-02,2.61,6,254,24,00001544901
627481128254273599,Rental unit in Athina · ★4.65 · 2 bedrooms · 2 beds · 1 bath,459224782,Sunny,,ΑΝΩ ΚΥΨΕΛΗ,38.00509,23.74047,Entire home/apt,42,3,17,2023-09-03,1.28,8,248,14,00001428462
622275822333584861,Rental unit in Athina · ★4.80 · 2 bedrooms · 2 beds · 1 bath,330622463,Spyros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96413,23.728985,Entire home/apt,150,2,58,2023-09-05,3.56,27,0,44,00001894395
627514765424913369,Condo in Athina · ★4.95 · 1 bedroom · 1 bed · 1 bath,459234088,Elina,,ΑΜΠΕΛΟΚΗΠΟΙ,37.986786,23.757338,Entire home/apt,62,3,20,2023-08-31,1.26,3,284,11,00001564674
622276444123892324,Rental unit in Athina · ★4.98 · 2 bedrooms · 3 beds · 1 bath,458038370,Konstantinos,,ΑΚΡΟΠΟΛΗ,37.96858,23.72879,Entire home/apt,193,2,47,2023-09-17,3.03,1,344,33,00001838444
622290708915404582,Condo in Athina · ★4.62 · 1 bedroom · 1 bed · 1 bath,450970742,Γιαννης,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.006168,23.729958,Entire home/apt,39,12,13,2023-08-31,0.80,1,319,11,00001531923
627538253714088209,Condo in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,222714004,Yorgos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99371,23.76193,Entire home/apt,45,3,9,2023-09-01,0.59,1,73,5,00001643667
622519172343696537,Rental unit in Athina · 2 bedrooms · 4 beds · 1 bath,144773348,Olga,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98443,23.72518,Entire home/apt,75,2,0,,,1,364,0,00001527372
627599752441567864,Serviced apartment in Athina · ★5.0 · Studio · 1 bed · 1 bath,48069663,Old,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97536,23.72692,Entire home/apt,149,3,5,2022-08-13,0.31,7,326,0,00001538341
622862025490946626,Rental unit in Athina · ★5.0 · Studio · 1 bed · 1 bath,1584435,Natalia,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96485,23.7383,Entire home/apt,70,3,12,2023-07-29,0.74,2,344,4,00001531561
622934955708323967,Condo in Athina · 2 bedrooms · 3 beds · 1.5 baths,457072179,Αναστασιοσ,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977928,23.730793,Entire home/apt,135,2,0,,,1,0,0,00001511825
627885014011799552,Rental unit in Athina · ★4.44 · 1 bedroom · 2 beds · 1 bath,459315205,New Deal Mike,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974625,23.731468,Entire home/apt,83,2,25,2023-09-09,1.55,2,351,21,00001480816
627907749428540477,Rental unit in Athina · ★4.47 · 1 bedroom · 2 beds · 1 bath,237767294,Wayhome,,ΘΗΣΕΙΟ,37.97533918544109,23.71687883372956,Entire home/apt,70,1,17,2023-07-18,1.11,12,342,11,00001585419
623061423763397526,Condo in Athina · ★4.98 · 1 bedroom · 1 bed · 1 bath,301527700,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987511,23.743179,Entire home/apt,60,5,46,2023-09-16,2.97,1,329,28,1566072
627933823706556952,Rental unit in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,19684693,Theodore,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98635817419557,23.722940177676296,Entire home/apt,57,2,13,2023-09-07,2.71,2,358,13,00001948955
623069488402473978,Condo in Athina · ★4.81 · 2 bedrooms · 3 beds · 2 baths,432161823,Rea,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974655,23.731789,Entire home/apt,130,2,64,2023-08-23,4.00,3,145,40,00002132431
627939506670059993,Boutique hotel in Athina · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,459326786,Dimitris,,ΒΟΤΑΝΙΚΟΣ,37.983295,23.711613,Private room,55,2,3,2023-06-11,0.19,3,364,2,00001563912
628765916575729643,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,458880118,Wyz Attiki,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995251,23.722631,Entire home/apt,104,1,1,2022-06-18,0.07,6,361,0,00001896320
628014578986481086,Rental unit in Athina · ★4.94 · 1 bedroom · 1 bed · 1 bath,459342732,Robert,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97703552246094,23.73078155517578,Entire home/apt,77,1,150,2023-09-20,9.49,11,227,121,00001560071
628019393809182371,Rental unit in Athina · ★4.87 · 1 bedroom · 1 bed · 1 bath,459342732,Robert,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97703552246094,23.73078155517578,Entire home/apt,81,1,114,2023-09-17,7.55,11,303,92,00001560167
628772091478170216,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,458880118,Wyz Attiki,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995136,23.722794,Entire home/apt,113,1,0,,,6,356,0,00001896315
628776443707258562,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,458880118,Wyz Attiki,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995251,23.722631,Entire home/apt,122,1,0,,,6,354,0,00001860759
628780506192498134,Rental unit in Athina · ★4.71 · 1 bedroom · 2 beds · 1 bath,144814182,Dropebnb,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95726,23.729418,Entire home/apt,60,2,21,2023-09-15,1.33,37,83,14,00001550626
628043096048329035,Condo in Athina · ★4.75 · 1 bedroom · 2 beds · 1 bath,275109615,Anna,,ΘΗΣΕΙΟ,37.976311,23.718168,Entire home/apt,64,3,8,2023-09-09,0.54,1,295,6,00001517730
628782387947144557,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,458880118,Wyz Attiki,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995201,23.722889,Entire home/apt,131,1,0,,,6,364,0,00001860785
628055237838461918,Rental unit in Athina · ★4.93 · 1 bedroom · 1 bed · 1 bath,459342732,Robert,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97703552246094,23.73078155517578,Entire home/apt,81,1,123,2023-09-14,7.82,11,314,97,00001560188
628854588317004671,Condo in Athina · ★4.80 · 1 bedroom · 1 bed · 1 bath,398929253,Αλέξανδρος,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00602,23.72782,Entire home/apt,53,1,10,2023-01-09,0.62,3,350,5,00001566269
628058330910993887,Rental unit in Athina · ★4.90 · 1 bedroom · 1 bed · 1 bath,459342732,Robert,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97703552246094,23.73078155517578,Entire home/apt,78,1,126,2023-09-16,7.99,11,307,102,00001560151
628875538723065180,Condo in Athina · ★5.0 · 2 bedrooms · 2 beds · 2 baths,131696717,José Goñi,,ΓΟΥΔΙ,37.98324,23.76262,Entire home/apt,180,30,4,2022-10-21,0.25,1,364,2,00001550121
628062960959249361,Rental unit in Athina · ★4.60 · 1 bedroom · 1 bed · 1 bath,18045988,Pietro,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9974365234375,23.72337532043457,Entire home/apt,43,1,42,2023-09-18,2.65,5,351,25,00000943067
628166529003576711,Townhouse in Athina · ★4.86 · 2 bedrooms · 4 beds · 2 baths,32371212,Versaweiss,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97976,23.72885,Entire home/apt,244,1,7,2023-08-21,0.43,11,284,2,00001802947
628238043571277201,Condo in Athina · ★4.80 · 1 bedroom · 2 beds · 1 bath,171550263,Oltian,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98125,23.71933,Entire home/apt,86,1,79,2023-08-29,4.97,12,345,48,00001553945
628882493677735606,Rental unit in Athina · 2 bedrooms · 1 bed · 2 baths,135988825,Alexandros,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9975,23.72586,Entire home/apt,75,1,0,,,2,365,0,01171603880
628266390387425225,Condo in Athina · ★4.81 · 1 bedroom · 1 bed · 1 bath,52113355,Marios,,ΠΑΓΚΡΑΤΙ,37.968967,23.744905,Entire home/apt,50,1,21,2023-08-21,1.40,1,3,11,00001550270
629016930369505035,Condo in Athina · ★4.79 · 2 bedrooms · 2 beds · 1 bath,29977689,Diamond,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9640715,23.7247768,Entire home/apt,84,1,101,2023-09-12,6.47,18,72,70,00002275806
